EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 11-07-2026
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
18178,INNERDALEN                              ,NO  ,+62:43:18,+008:46:31,  405
18179,EKOFISK                                 ,NO  ,+56:32:35,+003:13:27,   50
18180,TRONDHEIM - VOLL PLU                    ,NO  ,+63:24:38,+010:27:12,  127
18181,SVEAGRUVA II                            ,NO  ,+77:54:06,+016:42:43,   50
18182,EDGEOEYA - KAPP HEUGLIN                 ,NO  ,+78:15:02,+022:49:21,   14
18183,VEIHOLMEN                               ,NO  ,+63:31:06,+007:57:11,    5
18184,MODALEN III                             ,NO  ,+60:51:21,+005:58:23,  125
18185,HOVDEN - LUNDANE                        ,NO  ,+59:34:36,+007:23:22,  841
18186,VEST-TORPA II                           ,NO  ,+60:56:03,+010:02:08,  542
18187,ASGARDSTRAND                            ,NO  ,+59:21:23,+010:27:36,   61
18188,NUVSVAG                                 ,NO  ,+70:14:12,+022:04:14,   27
18189,HEMSEDAL II                             ,NO  ,+60:51:16,+008:35:35,  604
18190,HASVIK - SLUSKFJELLET                   ,NO  ,+70:36:24,+022:26:34,  438
18191,SOELENDET                               ,NO  ,+62:40:45,+011:48:55,  747
18192,MANNEN                                  ,NO  ,+62:27:20,+007:46:13, 1294
18193,KVALOEYSLETTA                           ,NO  ,+69:41:56,+018:52:37,   63
18194,DOMBAS - NORDIGARD                      ,NO  ,+62:04:18,+009:06:52,  638
18195,HORTEN - NYKIRKE                        ,NO  ,+59:25:41,+010:23:04,   70
18196,KVAMSOEY                                ,NO  ,+60:21:47,+006:16:50,   49
18197,EIGEROEYA                               ,NO  ,+58:26:07,+005:52:18,   49
18198,RIHPOJAVRI                              ,NO  ,+69:13:24,+020:34:45,  502
18199,TYNSET - HANSMOEN                       ,NO  ,+62:16:09,+010:43:54,  482
18200,ROALDSHORNET                            ,NO  ,+62:18:23,+006:50:56, 1050
18201,KIRKENES LUFTHAVN                       ,NO  ,+69:43:32,+029:53:52,   89
18202,AKSELOEYA                               ,NO  ,+77:41:25,+014:45:47,   20
18203,NARVIK SENTRUM                          ,NO  ,+68:26:13,+017:25:15,   31
18204,MAJAVATN V                              ,NO  ,+65:09:57,+013:22:00,  319
18205,MYRKDALEN-VETLEBOTN                     ,NO  ,+60:51:56,+006:28:23,  700
18206,JUVFLYE - MIMISBRUNNR KLIMAPARK         ,NO  ,+61:40:26,+008:22:06, 1844
18207,MERAKER - VARDETUN                      ,NO  ,+63:24:41,+011:43:40,  169
18208,GROTLI III                              ,NO  ,+62:00:57,+007:39:48,  872
18209,HAKADAL JERNBANESTASJON                 ,NO  ,+60:07:01,+010:49:44,  170
18210,ORKDAL - THAMSHAMN                      ,NO  ,+63:18:55,+009:50:57,    4
18211,TRYSIL VEGSTASJON                       ,NO  ,+61:17:39,+012:16:18,  360
18212,KVITOEYA                                ,NO  ,+80:06:20,+031:27:51,   10
18213,OSLO - DISEN                            ,NO  ,+59:56:47,+010:47:25,  130
18214,FAKKEN                                  ,NO  ,+70:06:15,+020:06:51,   57
18215,OSLO - BYGDOEY                          ,NO  ,+59:54:18,+010:40:58,   15
18216,VEGA - VALLSJOE                         ,NO  ,+65:42:06,+011:51:21,    4
18217,LAERDAL IV                              ,NO  ,+61:06:11,+007:30:09,    2
18218,ROELDALSFJELLET                         ,NO  ,+59:49:53,+006:43:59, 1010
18219,JOSTEDALEN - BREHEIMSENTERET            ,NO  ,+61:39:06,+007:16:35,  243
18220,SIRDAL - SINNES                         ,NO  ,+58:55:23,+006:54:34,  560
18221,RENA FLYPLASS                           ,NO  ,+61:11:04,+011:22:28,  255
18222,JOELSTER - KVAMSFJELLET                 ,NO  ,+61:27:25,+006:05:45,  980
18223,ARNOEYA - TROLLTINDEN                   ,NO  ,+70:04:30,+020:25:51,  850
18224,OSLO - SOFIENBERG                       ,NO  ,+59:55:08,+010:45:43,   37
18225,MOLDE - HINDALSROERA                    ,NO  ,+62:45:21,+007:12:32,  258
18226,GULLFJELLET                             ,NO  ,+60:22:58,+005:32:30,  345
18227,TRONDHEIM - HOEVRINGEN                  ,NO  ,+63:26:47,+010:20:11,   44
18228,HELLIGVAER II                           ,NO  ,+67:24:16,+013:53:44,   24
18229,HEIDRUN                                 ,NO  ,+65:19:22,+007:18:56,   68
18230,VAGSLI                                  ,NO  ,+59:45:57,+007:21:55,  821
18231,TAGDALEN                                ,NO  ,+63:02:57,+009:05:16,  410
18232,KRAKENES                                ,NO  ,+62:02:02,+004:59:09,   75
18233,HALTEN FYR                              ,NO  ,+64:10:22,+009:24:19,   16
18234,FAGERNES                                ,NO  ,+60:58:42,+009:13:26,  358
18235,ANDOEYA - TROLLTINDEN                   ,NO  ,+69:14:29,+016:00:11,  436
18236,VARDOE LUFTHAVN                         ,NO  ,+70:21:15,+031:02:38,   12
18237,LILLEHAMMER - RADHUSET                  ,NO  ,+61:06:51,+010:28:03,  210
18238,SALTDAL - NORDNES                       ,NO  ,+66:56:12,+015:18:56,   39
18239,VAEROEY HELIPORT                        ,NO  ,+67:39:10,+012:43:22,    4
18240,REKDAL                                  ,NO  ,+62:39:03,+006:45:19,   43
18241,HOENEFOSS - HOEYBY                      ,NO  ,+60:09:59,+010:14:52,  140
18242,BANAK                                   ,NO  ,+70:03:36,+024:59:24,    5
18243,TROLL A                                 ,NO  ,+60:38:36,+003:43:09,  128
18244,SETSA                                   ,NO  ,+67:09:56,+015:29:08,    7
18245,FJAERLAND - BREMUSEET                   ,NO  ,+61:25:23,+006:45:51,    3
18246,SOEMNA - KVALOEYFJELLET                 ,NO  ,+65:13:12,+011:59:34,  302
18247,TOFTE - RULLETO                         ,NO  ,+59:33:05,+010:34:53,    9
18248,LILLEHAMMER - BJOERNERUD                ,NO  ,+61:08:52,+010:27:16,  388
18249,GEILO - OLDEBRATEN                      ,NO  ,+60:31:48,+008:11:40,  772
18250,LEIRFLATEN                              ,NO  ,+61:43:28,+009:09:15,  599
18251,DIVIDALEN II                            ,NO  ,+68:46:54,+019:42:06,  204
18252,GJEMNES - REINSFJELLET                  ,NO  ,+62:55:48,+007:55:30,  990
18253,NYRUD                                   ,NO  ,+69:08:48,+029:14:38,   56
18254,KATTERAT                                ,NO  ,+68:23:57,+017:57:57,  365
18255,HJERKINN II                             ,NO  ,+62:13:14,+009:32:31, 1012
18256,NOETTEROEY - BORGHEIM                   ,NO  ,+59:13:01,+010:24:37,    5
18257,BALESTRAND - BALE                       ,NO  ,+61:12:10,+006:31:42,   15
18258,KARL XII-OEYA                           ,NO  ,+80:39:11,+025:00:29,    5
18259,NOETTEROEY - FOEYNLAND                  ,NO  ,+59:14:12,+010:27:21,    2
18260,KONGSOEYA                               ,NO  ,+78:54:38,+028:53:30,   20
18261,KAPPFJELLET                             ,NO  ,+65:18:51,+013:26:53,  940
18262,BOE I VESTERALEN III                    ,NO  ,+68:36:24,+014:25:59,    8
18263,YTTEROEYANE FYR                         ,NO  ,+61:34:18,+004:40:54,   26
18264,DRAUGEN                                 ,NO  ,+64:21:06,+007:46:45,   55
18265,KANSTADBOTN                             ,NO  ,+68:31:01,+015:52:36,    6
18266,VARNTRESK                               ,NO  ,+65:49:32,+014:11:39,  406
18267,GULLHOLMEN                              ,NO  ,+59:26:07,+010:34:41,   14
18268,FOLGEFONNA SKISENTER                    ,NO  ,+60:13:35,+006:26:04, 1212
18269,LOEKVOLLEN                              ,NO  ,+69:32:30,+020:33:02,   14
18270,HANSBU                                  ,NO  ,+60:04:57,+007:25:28, 1160
18271,KONGSVINGER                             ,NO  ,+60:11:25,+012:00:24,  148
18272,LANGFJORDJOEKELEN                       ,NO  ,+70:07:22,+021:43:19,  915
18273,ROERVIK LUFTHAVN                        ,NO  ,+64:50:05,+011:08:26,    4
18274,SAETERTINDEN VED TJELDSUNDET            ,NO  ,+68:35:11,+016:21:38, 1095
18275,SOKNEDAL                                ,NO  ,+62:57:12,+010:10:44,  299
18276,ODDA - JORDAL                           ,NO  ,+60:02:40,+006:32:21,   89
18277,OSLO - LJABRUVEIEN                      ,NO  ,+59:50:34,+010:49:24,   92
18278,SAEDALEN                                ,NO  ,+60:21:00,+005:23:48,  215
18279,MOSJOEEN LUFTHAVN                       ,NO  ,+65:47:03,+013:13:05,   72
18280,KISTEFJELL                              ,NO  ,+69:17:22,+018:07:44,  982
18281,FINSEVATN                               ,NO  ,+60:35:38,+007:31:36, 1210
18282,STORFORSHEI                             ,NO  ,+66:23:45,+014:31:48,  110
18283,DRIVDALEN                               ,NO  ,+62:26:49,+009:34:58,  680
18284,NOETTEROEY - KNARRBERG                  ,NO  ,+59:12:29,+010:27:15,    1
18285,LAUDAL - KLEIVEN                        ,NO  ,+58:16:37,+007:26:20,  280
18286,SKJEGGEDAL                              ,NO  ,+60:07:41,+006:37:45,  470
18287,EMBLEM                                  ,NO  ,+62:25:54,+006:25:57,    1
18288,HORTEN - SKOPPUM                        ,NO  ,+59:23:03,+010:23:54,   40
18289,AKERNESET                               ,NO  ,+62:11:27,+006:59:35,  900
18290,STRAUMSNES                              ,NO  ,+68:25:54,+017:39:42,  200
18291,LYNGEN - GJERDVASSBU                    ,NO  ,+69:33:32,+020:05:38,  710
18292,AURSKOG II                              ,NO  ,+59:54:42,+011:34:48,  128
18293,ARENDAL LUFTHAVN                        ,NO  ,+58:30:56,+008:42:10,  134
18294,SOERKAPPOEYA                            ,NO  ,+76:28:40,+016:32:56,   10
18295,HARSTAD STADION                         ,NO  ,+68:48:10,+016:32:13,   45
18296,GLOMFJORD - SKIHYTTA                    ,NO  ,+66:49:39,+013:56:53,  520
18297,MORTENHALSSKOLTEN                       ,NO  ,+69:25:22,+018:37:14,  740
18298,VEGGLI II                               ,NO  ,+60:02:36,+009:08:48,  275
18299,FISTER - SIGMUNDSTAD                    ,NO  ,+59:09:36,+006:02:11,   30
18300,ASKIM - KYKKELSRUD                      ,NO  ,+59:35:13,+011:05:45,   87
18301,ROEVAER                                 ,NO  ,+59:26:17,+005:04:41,   25
18302,OSLO - HOVIN                            ,NO  ,+59:55:23,+010:48:14,  100
18303,NOETTEROEY - TENVIK                     ,NO  ,+59:10:27,+010:21:56,    1
18304,LOENSDAL STASJON                        ,NO  ,+66:44:36,+015:27:46,  520
18305,LILLEHAMMER - NORDSETERVEGEN HOEYDEBASSE,NO  ,+61:08:35,+010:30:51,  562
18306,GULLINGEN SKISENTER                     ,NO  ,+59:24:46,+006:28:10,  639
18307,NOETTEROEY - TOROED                     ,NO  ,+59:10:08,+010:25:26,    2
18308,SKOTSELV                                ,NO  ,+59:50:18,+009:53:40,   18
18309,SAUPSTAD                                ,NO  ,+63:21:46,+010:21:34,  135
18310,TYSSEDAL V                              ,NO  ,+60:07:01,+006:34:27,  147
18311,VANGSNES                                ,NO  ,+61:10:21,+006:38:43,   49
18312,MASVIK                                  ,NO  ,+69:59:25,+018:41:38,   26
18313,SVELVIK - BOKEROEYA                     ,NO  ,+59:35:27,+010:24:19,    3
18314,SELJELIA                                ,NO  ,+66:07:54,+013:35:12,  126
18315,FOLLDAL - FREDHEIM                      ,NO  ,+62:07:41,+009:59:40,  694
18316,FLISA II                                ,NO  ,+60:36:51,+012:00:45,  185
18317,BJOERNFJELL                             ,NO  ,+68:25:55,+018:04:36,  512
18318,ANDALSNES - KAMSHAUGEN                  ,NO  ,+62:33:51,+007:40:18,    4
18319,SANDE - LAUVKOLLMYR                     ,NO  ,+59:38:49,+010:06:19,  437
18320,SIGDAL - NEDRE EGGEDAL                  ,NO  ,+60:08:08,+009:26:20,  143
18321,STRYN - KROKEN                          ,NO  ,+61:54:56,+006:33:30,  208
18322,HEMSEDAL - HOLLEKOLTEN                  ,NO  ,+60:52:14,+008:31:03,  807
18323,SISOVATNET                              ,NO  ,+67:20:00,+015:49:41,  665
18324,SKABU                                   ,NO  ,+61:31:50,+009:24:07,  928
18325,E16 RYFOSS                              ,NO  ,+61:08:15,+008:49:03,  406
18326,E6 MJOESBRUA                            ,NO  ,+60:55:41,+010:40:21,  128
18327,E134 DARBU                              ,NO  ,+59:42:09,+009:46:37,  155
18328,FV30 REITSTOEA                          ,NO  ,+62:57:48,+010:52:18,  218
18329,E136 TRESFJORDBRUA                      ,NO  ,+62:36:39,+007:06:48,   20
18330,RV9 HOVDEN                              ,NO  ,+59:38:26,+007:27:19,  915
18331,FV307 GRAVDAL                           ,NO  ,+59:18:12,+010:11:51,   20
18332,FV44 SAELEBU                            ,NO  ,+58:22:46,+006:11:36,  205
18333,E16 SKUI                                ,NO  ,+59:56:51,+010:23:08,  250
18334,RV13 LATEFOSS                           ,NO  ,+59:56:54,+006:34:59,  205
18335,KRISTINFELTET                           ,NO  ,+64:59:38,+006:33:05,    0
18336,E39 LOENNSET                            ,NO  ,+62:45:37,+007:22:13,   15
18337,FV755 MELTINGEN                         ,NO  ,+63:47:26,+010:43:49,  225
18338,FV55 INDRE HAFSLO                       ,NO  ,+61:20:42,+007:15:43,  249
18339,RV70 GRAURA                             ,NO  ,+62:34:54,+009:12:48,  212
18340,E6 HEIA                                 ,NO  ,+69:08:40,+019:03:01,  230
18341,GJOEAFELTET                             ,NO  ,+61:19:55,+003:53:48,    0
18342,OSEBERG A                               ,NO  ,+60:29:29,+002:49:32,   83
18343,FV17 VAG                                ,NO  ,+65:16:13,+012:08:44,   18
18344,FV55 HERVAVATN                          ,NO  ,+61:32:53,+007:52:13, 1304
18345,FV289 HURUM                             ,NO  ,+59:32:53,+010:29:31,  165
18346,E39 SOEYLAND                            ,NO  ,+58:40:59,+005:59:16,  230
18347,SNORRE B                                ,NO  ,+61:31:30,+002:12:34,  135
18348,KV5738 NATTLANDSFJELLET                 ,NO  ,+60:20:43,+005:22:17,  230
18349,E6 YTTERVIKA                            ,NO  ,+66:13:46,+013:52:22,    8
18350,FV37 JOENJILJO                          ,NO  ,+59:52:13,+008:55:36,  200
18351,FV17 HOEYLANDET                         ,NO  ,+64:41:35,+012:19:45,   67
18352,FV555 KROSSLEITET                       ,NO  ,+60:19:05,+005:04:36,   72
18353,BODOE - SKIVIKA                         ,NO  ,+67:18:29,+014:25:50,    5
18354,RV15 STRYNEFJELL-KVITENOVA              ,NO  ,+61:59:16,+007:19:44, 1400
18355,E75 KOMAGVAER                           ,NO  ,+70:14:43,+030:31:49,   25
18356,FV48 TYSSE VEST                         ,NO  ,+60:21:51,+005:41:39,   39
18357,E39 NORDHORDLANDSBRUA                   ,NO  ,+60:31:21,+005:16:00,   20
18358,E6 VESTBY                               ,NO  ,+59:36:01,+010:44:21,   75
18359,E6 GANDVIKBAKKEN                        ,NO  ,+70:01:40,+029:07:49,   84
18360,FV715 HOGSDALEN                         ,NO  ,+63:41:47,+010:14:33,  232
18361,E16 ROMERIKSASEN                        ,NO  ,+60:16:32,+010:44:51,  415
18362,RV5 LUNDEBOTN                           ,NO  ,+61:30:56,+006:39:24,  346
18363,E18 SVARTSKOG                           ,NO  ,+59:47:38,+010:45:36,  110
18364,GLOMFJORD - TVERRFJELLET                ,NO  ,+66:49:49,+013:54:24,  930
18365,E16 FLAM                                ,NO  ,+60:51:39,+007:06:16,   15
18366,E39 VALSOEYFJORD                        ,NO  ,+63:08:39,+008:33:37,   19
18367,E69 NORDKAPP                            ,NO  ,+71:09:27,+025:46:27,  296
18368,E16 HONING BRU                          ,NO  ,+61:06:07,+008:01:01,  742
18369,OEVRE HEIMDALSVATN                      ,NO  ,+61:25:05,+008:53:39, 1088
18370,E18 LIERSKOGEN                          ,NO  ,+59:49:08,+010:19:48,  250
18371,E16 BORGUND                             ,NO  ,+61:04:45,+007:50:52,  410
18372,E6 GRATANGSFJELLET                      ,NO  ,+68:40:31,+017:54:19,  344
18373,E16 BEKKEHALLUM                         ,NO  ,+60:16:55,+010:31:45,  385
18374,FV281 STORSAND HURUM                    ,NO  ,+59:38:29,+010:36:14,   12
18375,FV863 GAMNES                            ,NO  ,+69:54:11,+019:28:24,    8
18376,FV98 IFJORDFJELLET                      ,NO  ,+70:25:38,+027:35:29,  357
18377,LI BRU                                  ,NO  ,+62:00:37,+010:00:01,  780
18378,FV700 VOLL                              ,NO  ,+62:52:35,+009:50:29,  220
18379,VALHALL A                               ,NO  ,+56:16:41,+003:23:34,   95
18380,E39 ABERGSDALEN                         ,NO  ,+61:17:31,+005:49:36,  140
18381,TROLL B                                 ,NO  ,+60:46:24,+003:30:03,    0
18382,RV555 SOTRABRUA VIND                    ,NO  ,+60:22:21,+005:10:26,   50
18383,GLITREVANN                              ,NO  ,+59:51:21,+010:03:54,  360
18384,E39 FIDJANE                             ,NO  ,+58:08:27,+007:56:22,   80
18385,FV287 SANDSBRATEN                       ,NO  ,+60:02:27,+009:35:26,  108
18386,FV890 GEDNJE                            ,NO  ,+70:31:45,+029:05:30,  225
18387,E10 GIMSOEYSTRAUMEN BRU                 ,NO  ,+68:15:46,+014:14:58,   20
18388,E39 HALBRENDSLIA                        ,NO  ,+61:26:29,+005:49:19,  247
18389,E18 FARSJOE                             ,NO  ,+58:56:22,+009:19:55,   60
18390,FV310 KOTTERUD                          ,NO  ,+59:25:54,+010:25:18,   40
18391,E18 ROEDBOEL                            ,NO  ,+59:06:24,+010:06:21,   70
18392,E39 VASSENDEN                           ,NO  ,+61:30:10,+006:07:46,  210
18393,E6 TINGBERG                             ,NO  ,+61:17:11,+010:17:12,  200
18394,TRONDHEIM - RISVOLLAN                   ,NO  ,+63:23:54,+010:25:22,   84
18395,FV42 HADDELANDSHEIA                     ,NO  ,+58:30:16,+007:04:42,  470
18396,E39 STORDABRUA                          ,NO  ,+59:44:47,+005:24:09,   20
18397,RV705 SELBUSKOGEN                       ,NO  ,+63:20:17,+011:05:18,  330
18398,FV86 ANDSVANNET                         ,NO  ,+69:05:30,+018:17:49,  170
18399,E6 ROSTEN                               ,NO  ,+61:52:41,+009:24:55,  380
18400,FV542 BREMNES                           ,NO  ,+59:47:49,+005:11:13,   13
18401,E6 HJERKINN                             ,NO  ,+62:13:54,+009:31:54, 1025
